Site ID,L35/0558
Site Name,L35/0558
Site ID,SampleID,Collection Date,Measurement,Value,Units
"L35/0558","9901906","06-Oct 1999 09:40am","Faecal Coliforms","<1","cfu/100mL"
"L35/0558","9901906","06-Oct 1999 09:40am","Hardness, Total","48.000","g/m3 as CaCO3"
"L35/0558","9901906","06-Oct 1999 09:40am","Iron, Total","0.540","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Magnesium, Total","4.300","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Manganese, Total","<0.04000","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Nitrate Nitrogen","2.100","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","pH","6.5",""
"L35/0558","9901906","06-Oct 1999 09:40am","pH (Field)","6.40",""
"L35/0558","9901906","06-Oct 1999 09:40am","Potassium, Total","0.890","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Silica, Reactive","13.000","mg/L  as SiO2"
"L35/0558","9901906","06-Oct 1999 09:40am","Sodium, Total","6.100","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Sulphate","3.200","mg/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Sum of anions","1.255","meq/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Sum of cations","1.260","meq/L"
"L35/0558","9901906","06-Oct 1999 09:40am","Total Coliforms","<1.00","number/100mL"
"L35/0558","9901906","06-Oct 1999 09:40am","Water Temperature (Field)","11.2","C"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Alkalinity to pH 4.5 as HCO3","56.000","mg/L  as HCO3"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Ammoniacal Nitrogen","0.180","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Calcium, Total","11.000","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Chloride","3.200","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Conductivity","11.0","mS/m"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Difference in Ion Balance","4.800","%"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Faecal Coliforms","<1","cfu/100mL"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Hardness, Total","43.000","g/m3 as CaCO3"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Iron, Total","4.000","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Magnesium, Total","3.800","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Manganese, Total","0.08000","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Nitrate Nitrogen","1.400","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","pH","6.6",""
"L35/0558","CQ988380","10-Nov 1998 11:15am","Potassium, Total","0.870","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Silica, Reactive","9.200","mg/L  as SiO2"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Sodium, Total","5.800","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Sulphate","2.600","mg/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Sum of anions","1.160","meq/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Sum of cations","1.280","meq/L"
"L35/0558","CQ988380","10-Nov 1998 11:15am","Total Coliforms","<1.00","number/100mL"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Alkalinity to pH 4.5 as HCO3","56.000","mg/L  as HCO3"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Ammoniacal Nitrogen","0.041","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Calcium","12.000","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Chloride","2.500","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Conductivity","12.0","mS/m"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Difference in Ion Balance","3.000","%"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Faecal Coliforms","<1","cfu/100mL"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Hardness, Total","46.000","g/m3 as CaCO3"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Iron, Total","0.430","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Magnesium, Total","4.000","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Manganese, Total","0.04000","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Nitrate Nitrogen","1.700","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","pH","6.5",""
"L35/0558","CQ972751","11-Nov 1997 11:30am","Potassium, Total","0.850","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Silica, Reactive","13.000","mg/L  as SiO2"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Sodium, Total","6.500","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Sulphate","3.400","mg/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Sum of anions","1.180","meq/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Sum of cations","1.250","meq/L"
"L35/0558","CQ972751","11-Nov 1997 11:30am","Total Coliforms","<1.00","number/100mL"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Alkalinity to pH 4.5 as HCO3","34.000","mg/L  as HCO3"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Ammoniacal Nitrogen","0.750","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Calcium","4.800","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Chloride","4.000","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Conductivity","7.5","mS/m"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Difference in Ion Balance","-11.100","%"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Faecal Coliforms","<1","cfu/100mL"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Hardness, Total","17.000","g/m3 as CaCO3"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Iron, Total","0.470","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Magnesium, Total","1.200","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Manganese, Total","0.04000","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Nitrate-N Nitrite-N","0.170","g/m3"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","pH","8.0",""
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Potassium, Total","0.890","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Sodium, Total","5.600","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Sulphate","3.500","mg/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Sum of anions","0.755","meq/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Sum of cations","0.605","meq/L"
"L35/0558","CQ961111","25-Nov 1996 12:00pm","Total Coliforms","<1.00","number/100mL"
